Caffeine_Intake,Reaction_Time,Cognitive_Score
333,328.47,64.69
432,301.73,52.22
323,257.4,82.59
181,436.2,46.83
115,403.51,51.2
325,381.51,64.86
271,417.54,53.39
273,548.36,37.5
462,314.96,79.77
316,236.37,67.23
219,426.08,45.61
410,217.9,100.0
67,350.81,80.39
406,410.47,43.32
1,570.18,21.75
3,281.87,100.0
82,342.89,90.91
336,296.04,60.84
16,599.51,38.56
313,564.25,23.05
86,289.78,74.58
220,487.2,73.15
29,275.36,96.98
411,420.83,45.54
6,547.42,37.34
271,554.1,34.23
188,268.51,84.84
168,470.45,55.98
19,356.47,70.26
268,598.62,23.57
233,432.06,52.33
18,396.99,54.77
73,575.95,52.25
136,577.55,31.57
198,458.69,33.24
296,351.54,84.94
455,230.0,63.17
90,464.26,44.17
187,476.82,61.04
367,365.36,54.37
146,248.51,83.91
278,549.41,21.62
200,564.2,38.57
175,490.64,57.73
451,520.05,39.36
147,314.87,87.38
43,337.33,77.22
458,470.71,49.64
170,457.78,68.9
369,211.36,91.79
179,315.82,66.38
494,343.95,83.0
308,320.01,51.15
131,261.85,81.64
407,301.31,70.99
169,366.77,34.64
164,214.49,100.0
277,409.62,61.64
214,220.31,100.0
333,245.45,95.33
461,551.72,42.93
180,311.71,50.3
447,585.0,11.46
33,489.57,48.44
143,316.36,70.46
255,330.64,60.79
305,298.32,72.68
346,506.48,53.67
211,552.28,48.03
425,381.04,72.39
17,511.61,57.04
272,320.17,60.7
455,415.87,71.29
144,373.22,57.92
65,443.6,43.52
240,498.55,50.66
329,428.18,64.36
133,519.79,28.91
286,493.81,23.08
244,559.44,44.88
402,518.38,10.61
435,299.35,80.21
314,495.8,13.69
476,241.03,80.61
85,286.36,71.42
326,275.52,70.86
237,410.0,56.33
117,232.6,91.04
448,518.79,52.83
132,240.53,76.02
295,257.37,85.25
180,421.59,55.64
332,582.12,29.24
423,430.42,47.85
300,276.48,88.87
131,337.77,70.09
160,488.8,44.58
145,383.08,50.0
407,201.27,79.56
233,369.51,68.3
266,462.44,44.46
337,381.27,69.72
243,424.58,64.73
56,308.06,58.24
237,424.14,38.97
296,201.37,82.82
31,239.79,90.92
86,351.66,67.72
1,493.28,39.77
165,221.52,83.23
383,216.68,87.73
391,308.82,94.36
102,501.09,51.1
293,470.56,49.91
88,215.94,85.35
110,549.87,51.06
191,521.09,32.58
335,247.79,75.9
354,392.76,86.26
245,292.11,68.76
338,390.34,66.28
90,317.18,63.59
74,353.09,63.27
222,589.17,8.47
323,574.5,48.24
7,240.05,94.0
337,288.3,80.41
303,342.9,58.74
226,448.74,32.89
233,451.6,14.82
356,477.98,28.87
410,546.98,35.69
161,558.94,23.27
236,566.39,35.73
431,293.47,62.07
371,253.23,76.58
140,265.14,54.86
332,232.25,99.55
327,499.22,42.36
344,273.48,89.99
201,488.77,53.77
432,515.96,27.67
369,213.82,85.23
337,407.45,48.75
6,466.67,25.15
426,545.76,28.92
315,311.14,61.44
292,356.58,58.88
364,516.31,27.42
313,260.05,86.7
161,439.87,40.57
72,515.0,47.28
452,557.22,31.69
187,294.0,50.21
22,313.24,95.65
437,590.69,14.46
342,467.44,48.05
220,256.52,100.0
7,456.3,55.91
398,212.44,61.33
395,323.17,70.34
85,339.84,78.26
78,239.08,64.99
68,313.09,95.31
330,564.16,21.27
71,498.94,55.37
7,496.39,37.43
172,328.82,77.31
446,306.13,94.81
440,424.09,63.27
204,495.94,52.91
10,334.77,93.16
41,296.86,87.35
228,505.16,58.55
34,309.71,60.15
414,496.24,46.51
47,445.13,60.27
235,494.69,30.1
86,327.63,53.42
378,221.23,100.0
107,335.17,77.1
183,453.2,42.86
462,553.43,56.02
448,466.72,35.1
226,282.9,91.03
249,597.56,49.33
330,360.79,82.17
131,533.47,51.07
314,314.1,76.57
123,241.62,100.0
346,486.19,52.75
4,558.38,42.11
117,517.32,69.09
16,252.92,79.08
435,357.56,66.61
310,531.88,23.6
444,508.84,48.26
68,287.84,61.72
210,378.38,62.99
317,237.64,97.45
35,410.32,70.06
437,277.97,80.28
14,358.48,47.42
151,552.79,52.3
42,342.61,88.01
106,518.56,56.25
68,275.18,74.38
53,200.13,75.54
114,294.87,81.98
395,578.06,24.41
300,589.1,46.17
386,579.9,53.08
456,305.8,59.01
103,486.48,32.11
360,411.19,64.47
372,567.16,45.58
300,435.17,65.37
486,436.29,28.82
454,432.02,30.37
208,375.69,64.72
71,560.13,49.52
392,576.41,21.59
405,529.95,28.62
190,356.48,60.34
127,280.74,77.22
309,346.96,46.04
438,509.74,45.58
193,262.81,85.14
265,575.81,23.98
192,530.21,20.64
39,544.49,63.47
32,322.2,69.11
481,525.54,23.44
427,586.57,14.75
142,299.13,88.4
64,402.91,56.77
209,492.86,36.13
212,291.12,93.64
386,282.88,79.08
453,379.35,47.82
429,229.89,77.1
186,507.26,50.79
88,314.1,64.29
110,463.4,44.07
422,407.77,74.75
378,522.23,26.3
378,239.71,100.0
255,224.83,81.38
82,562.47,27.11
110,359.3,60.17
362,416.18,23.7
109,293.73,77.71
181,228.72,84.76
234,215.12,87.12
4,422.79,67.8
321,214.27,80.02
141,235.68,91.7
344,241.06,71.39
441,420.4,42.61
266,276.19,86.2
20,239.14,77.04
102,558.25,53.57
307,222.53,100.0
37,595.7,28.63
159,520.48,44.67
131,568.6,2.91
397,203.49,100.0
224,453.18,44.94
38,372.77,40.71
112,464.31,47.67
325,316.72,77.76
215,581.78,46.64
213,283.76,58.85
135,212.67,95.66
68,548.14,31.73
248,542.45,47.13
154,576.94,35.01
149,236.08,81.47
182,491.86,57.63
194,523.65,38.6
263,499.5,59.74
42,201.63,72.56
210,334.71,50.76
230,365.3,74.77
111,551.27,64.1
415,504.45,47.88
20,550.88,26.04
427,532.02,48.54
31,321.67,71.72
103,481.96,62.91
243,433.67,25.66
350,445.76,32.91
317,403.15,48.87
499,519.9,58.47
308,291.57,62.04
7,236.51,92.44
9,567.79,34.34
105,340.75,100.0
229,206.12,78.42
104,216.28,100.0
211,399.09,35.76
373,244.99,76.96
485,224.71,66.4
307,210.94,100.0
89,370.55,74.36
37,400.64,64.04
455,211.99,100.0
275,402.42,45.83
317,581.88,25.28
470,406.79,33.8
413,542.67,39.4
142,351.88,73.81
199,209.95,62.08
47,469.46,43.37
318,210.4,100.0
184,317.56,66.49
450,569.89,19.32
63,211.4,100.0
436,367.34,79.81
284,425.33,30.33
1,405.24,68.79
145,307.45,84.66
166,220.94,85.66
218,588.5,26.91
204,234.02,68.52
429,273.24,77.68
408,346.85,56.18
191,217.18,100.0
135,506.16,24.59
330,203.02,72.36
255,342.58,78.85
73,290.84,94.82
49,379.37,63.54
233,475.69,59.71
131,521.86,45.95
200,518.4,46.1
147,218.72,79.51
101,340.46,52.99
122,407.09,58.21
343,267.64,56.08
3,522.11,36.77
49,249.18,74.09
227,579.32,33.81
178,235.45,81.75
249,306.4,57.65
219,587.73,27.67
101,355.5,73.48
32,246.92,84.96
208,373.68,69.51
485,564.42,24.33
339,449.29,53.64
150,536.87,65.77
339,470.59,17.04
41,219.99,84.07
143,504.92,36.39
371,492.21,36.3
407,209.88,72.63
34,211.09,73.24
342,278.61,87.02
249,419.87,57.34
293,248.1,79.99
426,377.4,72.93
268,390.94,48.03
371,271.94,52.01
434,376.08,74.89
324,266.33,94.48
376,404.04,76.64
285,219.82,72.71
407,217.7,78.63
438,423.53,45.3
281,328.41,49.69
460,374.75,59.29
464,299.84,81.3
402,467.14,25.85
406,520.47,26.18
254,545.44,35.01
421,432.77,55.55
442,483.26,56.02
171,244.37,74.7
285,365.46,90.34
401,389.19,51.92
462,401.71,58.26
94,369.02,66.07
276,545.37,45.14
341,258.01,91.58
322,558.15,41.24
415,352.36,40.77
318,387.64,50.93
458,594.46,30.36
229,520.39,14.34
9,220.93,86.7
12,266.33,72.47
299,216.28,100.0
190,482.05,44.11
68,561.02,36.19
25,261.78,69.12
497,276.26,58.27
174,445.02,66.75
292,432.43,56.89
409,424.82,65.07
432,409.47,67.41
411,252.78,91.15
54,533.46,65.16
383,523.73,34.95
459,561.56,26.53
91,228.38,86.57
296,360.41,76.76
123,546.68,46.68
302,414.49,41.58
265,530.65,42.36
73,527.14,43.63
20,569.74,35.24
342,438.66,49.55
368,410.59,53.36
52,516.53,38.92
270,575.45,54.84
338,520.22,24.39
38,309.74,82.07
447,503.82,26.89
24,344.02,59.53
371,319.7,64.3
2,225.84,93.62
312,237.58,100.0
219,496.04,40.5
481,548.34,26.39
165,331.28,83.04
317,359.86,58.13
222,587.63,21.42
493,322.61,83.67
348,421.79,65.94
427,249.0,59.31
119,499.1,38.69
135,217.66,100.0
59,575.7,18.92
474,319.03,83.25
400,365.78,86.09
148,355.96,71.01
444,313.76,72.93
262,405.61,56.96
189,515.88,47.54
195,340.36,87.07
318,550.64,33.12
175,208.19,89.5
426,298.66,62.9
349,523.53,37.42
390,504.14,35.73
374,509.23,29.45
394,461.0,37.99
492,204.26,75.72
309,417.26,37.23
222,449.75,72.1
304,337.91,56.55
128,445.77,53.24
130,296.84,45.78
307,290.68,68.91
190,282.72,67.68
88,578.84,34.52
81,519.62,29.18
334,505.24,43.06
155,515.16,36.99
391,223.17,79.49
261,280.34,55.86
450,455.95,21.11
321,492.91,45.58
340,423.95,50.24
370,251.54,84.83
351,339.35,54.87
141,357.43,37.71
198,394.91,68.22
229,545.12,41.87
240,489.62,19.25
361,278.77,63.62
98,322.83,78.04
396,361.96,71.55
24,272.14,64.46
325,271.26,90.69
49,546.89,54.32
208,304.07,95.86
71,556.44,31.94
414,278.75,70.01
191,243.96,100.0
190,491.58,32.42
250,569.72,28.7
379,361.07,74.79
23,320.18,83.63
140,489.73,47.93
292,383.19,49.19
122,481.66,38.93
211,313.49,90.93
103,579.5,28.51
162,557.19,37.39
323,297.69,73.58
333,420.02,47.54
490,335.48,92.49
284,431.02,48.23
157,237.29,82.46
151,249.44,100.0
331,473.75,37.02
257,231.73,96.79
252,206.86,92.83
206,445.05,25.86
57,530.38,67.66
122,257.16,75.75
242,451.44,35.12
138,555.06,36.68
484,384.05,42.96
491,292.83,47.98
130,341.74,80.09
339,234.03,98.26
459,230.94,66.98
216,427.19,59.93
226,465.48,45.7
33,524.34,44.75
312,229.83,82.4
319,496.36,58.64
294,402.97,48.36
418,571.96,36.81
132,488.19,49.55
7,550.19,34.31
177,466.85,57.75
297,515.39,42.86
267,225.78,92.53
311,546.27,35.38
200,244.49,84.65
408,224.7,90.84
334,427.23,71.26
143,550.9,38.92
138,312.13,75.47
170,394.94,55.48
272,466.48,38.01
457,506.75,48.65
229,446.02,32.63
186,247.6,74.81
405,478.64,27.73
29,477.06,63.21
152,401.26,47.03
313,201.95,96.68
454,299.7,71.77
220,315.36,58.09
339,251.57,100.0
474,554.02,17.28
7,514.62,31.14
20,522.79,34.22
215,498.38,16.14
249,589.87,27.91
234,487.95,25.54
380,484.89,38.29
432,473.39,50.16
183,286.9,57.67
245,364.32,75.18
287,310.55,57.65
403,249.86,75.55
13,487.38,44.36
98,439.65,56.12
15,529.25,11.84
196,465.51,67.7
278,512.07,56.19
78,561.16,39.26
262,526.91,48.19
196,584.96,36.14
445,527.47,9.24
157,483.62,63.81
191,284.14,71.47
37,206.24,100.0
260,571.61,20.83
428,229.97,67.01
145,311.75,74.34
39,553.5,36.97
288,567.88,37.34
47,373.38,62.78
2,561.69,47.64
157,506.61,54.97
202,514.76,48.17
414,313.34,76.3
41,447.38,59.87
368,268.6,75.27
113,332.03,55.5
450,357.83,74.66
341,463.2,53.03
422,588.25,31.22
487,211.8,56.46
389,244.61,78.6
60,544.74,20.26
356,571.03,21.56
379,448.75,67.38
484,594.14,0.0
458,497.31,52.71
284,242.16,82.31
432,213.54,98.97
497,319.34,73.84
353,428.01,57.81
483,237.58,70.19
304,489.37,54.96
77,308.59,56.08
444,521.19,27.2
63,241.25,100.0
469,542.56,34.94
394,436.83,45.36
90,562.86,40.24
448,409.84,71.48
332,271.44,74.42
358,238.12,55.3
289,282.45,73.05
131,526.83,54.52
297,255.86,69.87
387,574.45,22.92
392,284.52,52.49
485,201.9,83.15
458,465.77,48.01
14,299.4,82.67
362,433.25,30.95
199,222.39,97.36
63,525.52,38.75
252,426.91,65.56
418,533.62,42.9
218,237.94,86.28
285,485.5,23.48
134,540.04,39.21
152,453.6,31.31
440,580.0,7.48
171,450.17,50.8
3,538.69,65.26
325,316.82,81.0
10,491.11,35.65
372,246.73,62.89
103,387.22,98.25
351,458.71,47.63
324,530.37,55.32
462,262.52,89.06
83,553.41,63.21
154,351.91,62.67
178,267.7,90.87
278,239.79,82.42
367,405.13,54.19
409,524.93,27.68
404,201.04,84.06
410,429.05,42.09
397,593.31,7.38
179,270.11,97.15
245,350.68,81.9
421,496.95,54.75
453,303.84,87.55
161,503.07,57.54
396,516.44,32.41
84,551.82,39.4
274,346.09,86.29
22,587.95,36.22
213,440.14,43.53
350,219.74,91.38
431,529.55,53.22
31,290.89,87.7
291,363.05,37.92
326,201.12,77.31
85,284.43,75.84
333,313.15,56.9
211,201.93,91.58
389,399.63,52.61
351,494.74,26.52
322,528.52,57.42
227,496.74,66.02
363,226.17,83.24
316,243.89,87.38
401,242.02,83.54
166,405.43,69.61
289,407.79,38.25
181,253.01,100.0
484,390.2,38.24
431,357.62,74.53
120,283.06,90.97
172,467.99,46.71
255,202.18,100.0
104,223.24,88.31
90,500.2,33.28
134,590.15,14.86
358,243.87,83.99
219,416.45,55.21
483,475.44,35.1
19,417.76,61.64
322,333.82,96.77
359,398.89,57.54
74,577.24,23.36
233,427.73,64.1
95,469.23,33.4
25,207.09,100.0
13,378.31,79.04
90,576.44,32.73
311,410.86,63.35
330,269.26,74.52
39,384.03,63.77
310,267.42,50.88
207,559.46,23.82
243,400.97,54.56
438,346.27,45.93
384,545.9,49.64
460,310.03,57.78
241,583.87,36.72
74,285.44,58.5
156,439.23,40.18
425,484.16,47.91
344,497.76,35.26
226,335.37,77.78
76,388.84,64.57
421,560.09,0.38
221,485.68,39.43
352,343.27,68.95
310,405.3,64.6
226,421.79,57.08
72,430.35,65.04
194,468.21,58.14
177,576.6,9.41
338,315.32,65.04
77,261.43,81.39
313,227.31,60.31
491,342.77,71.1
431,445.42,56.64
129,424.2,77.37
71,206.28,96.85
222,502.18,45.76
378,499.66,35.06
273,267.88,100.0
457,219.63,66.21
389,390.3,68.97
346,544.91,6.76
355,437.61,61.81
95,255.59,83.15
114,465.62,71.02
212,309.08,57.9
175,463.45,70.71
286,201.33,100.0
257,300.49,67.88
421,217.82,86.33
10,543.68,24.94
202,541.14,58.02
55,494.02,52.21
464,450.81,22.73
50,370.9,65.43
54,483.12,36.25
35,441.92,64.55
100,445.51,45.9
37,589.78,21.41
102,396.55,57.32
309,525.6,52.77
485,519.03,33.15
28,302.18,76.53
363,419.05,55.55
27,494.12,39.36
158,348.21,95.26
60,267.26,78.96
212,412.57,75.05
154,240.44,78.15
6,210.24,93.14
335,577.45,26.21
357,583.72,36.67
243,577.22,22.89
135,492.32,37.75
250,376.57,66.59
411,379.18,53.48
15,345.42,84.68
276,499.49,49.03
20,267.61,77.7
357,522.95,38.9
301,582.69,20.06
101,430.84,34.97
316,543.29,47.93
298,397.12,48.6
80,376.38,66.87
416,337.66,68.85
379,523.55,45.66
195,305.08,85.3
266,264.18,93.4
263,383.2,66.32
95,376.53,48.8
34,321.19,55.89
251,311.07,87.94
10,401.43,61.29
184,425.4,49.77
272,346.03,63.89
252,557.31,51.73
14,576.04,32.06
71,238.14,74.74
424,502.88,48.26
196,597.97,18.97
135,538.92,55.23
143,351.9,49.54
72,352.18,65.86
150,492.61,36.55
332,363.85,58.17
145,499.55,40.14
34,394.4,63.19
378,417.91,71.29
335,540.08,18.09
137,233.28,75.38
47,515.97,40.66
434,266.1,79.32
100,358.39,60.87
139,572.27,35.79
48,374.8,70.77
447,410.07,79.91
493,332.68,82.64
323,496.68,36.16
6,557.1,36.08
423,288.86,91.85
287,433.54,62.25
476,282.41,71.36
225,533.35,56.71
361,436.25,15.22
374,447.74,47.25
271,549.85,19.09
279,371.47,94.81
190,597.97,34.29
288,414.17,71.66
349,306.46,92.99
240,422.05,55.91
357,264.82,76.97
486,489.9,44.83
485,412.52,60.0
41,524.99,49.48
456,402.71,45.56
490,325.38,78.97
219,211.03,80.35
496,472.81,38.28
404,478.31,48.7
28,553.67,27.36
457,599.36,17.17
160,449.52,62.63
393,591.28,6.54
432,409.54,38.5
238,302.56,90.81
175,400.14,90.56
134,477.14,35.35
309,485.03,24.68
336,232.12,66.34
195,318.14,57.93
107,588.84,30.72
355,227.39,68.65
86,584.38,8.08
216,482.95,35.39
9,532.82,44.97
25,396.55,66.21
32,211.28,94.85
420,512.26,66.32
242,353.38,65.16
238,518.08,38.59
16,217.16,100.0
171,317.15,67.72
169,344.05,68.53
26,357.24,65.24
171,362.83,67.86
398,340.04,55.12
226,212.57,86.45
296,596.55,0.0
199,586.16,28.83
311,419.96,40.69
11,528.49,22.25
242,307.25,88.35
172,535.1,48.08
75,225.95,100.0
436,292.1,95.4
365,586.38,22.77
302,287.41,75.36
235,444.8,57.57
132,502.71,36.48
307,218.41,88.91
417,521.1,40.86
233,586.41,22.15
412,481.93,24.29
253,552.12,55.87
366,563.34,40.94
304,448.85,38.31
145,404.03,48.01
293,218.82,97.02
346,445.13,46.34
417,384.09,30.6
357,242.86,86.33
2,339.11,73.19
25,507.81,29.02
312,511.81,42.21
421,284.16,91.62
294,398.75,53.31
151,243.82,79.19
29,294.89,78.97
294,488.1,36.42
343,391.92,61.32
38,367.27,33.93
115,498.21,66.26
158,381.91,74.34
193,334.0,51.37
269,450.01,45.27
90,466.42,45.61
25,391.1,69.42
343,555.75,3.17
271,564.26,17.79
222,497.53,68.89
385,442.51,60.0
364,416.3,46.59
487,209.68,77.06
413,546.14,38.67
415,407.23,55.38
26,201.79,71.7
407,569.0,45.48
437,275.06,69.12
83,271.91,76.92
281,443.36,59.24
230,268.42,97.91
299,371.25,38.75
73,487.38,54.41
330,320.67,86.66
210,337.5,45.7
499,318.18,60.04
137,205.94,89.64
239,365.42,61.42
147,455.86,61.08
25,390.05,66.54
115,431.76,46.09
253,531.91,37.89
161,566.91,25.6
42,385.74,78.47
120,410.49,49.88
44,309.55,68.38
420,327.89,55.7
263,567.22,9.2
329,241.79,94.77
242,344.9,62.58
376,329.44,47.42
267,375.63,46.36
355,581.58,23.77
296,480.86,39.14
360,213.7,88.53
257,474.13,24.69
16,267.84,84.64
322,296.91,96.82
381,238.91,72.56
20,227.63,100.0
142,300.98,72.7
239,394.01,93.55
176,562.56,36.77
428,377.27,57.71
283,586.69,13.76
35,262.97,99.52
164,371.09,73.07
365,225.06,72.49
353,495.6,42.64
26,207.65,100.0
319,268.47,88.48
2,378.33,75.5
351,324.26,41.19
264,352.87,55.16
238,526.42,45.3
452,488.67,41.86
274,406.71,63.43
333,306.89,61.39
365,582.76,12.57
179,493.16,47.28
309,335.76,50.56
446,385.69,56.95
34,592.5,20.27
342,563.19,18.04
409,523.69,31.59
233,204.12,100.0
54,591.14,24.25
159,413.3,73.94
416,469.83,56.13
101,451.91,43.21
297,215.05,73.47
208,366.54,57.8
489,463.26,9.56
202,331.47,80.51
464,478.12,37.83
467,327.27,81.76
374,245.68,86.92
297,388.07,73.78
166,531.55,55.99
356,448.32,59.06
76,363.46,59.45
229,529.48,50.17
477,260.01,60.62
447,335.14,76.7
130,374.8,55.43
350,314.03,77.16
20,580.61,13.73
413,286.17,55.85
12,339.53,64.87
473,227.98,78.64
218,330.51,61.96
486,422.17,31.52
380,356.06,77.96
310,214.25,82.49
157,297.01,69.06
21,431.0,75.15
171,502.64,40.66
18,442.72,40.6
308,405.77,58.26
206,221.19,67.26
104,308.06,52.68
463,231.93,82.38
242,299.83,92.74
322,578.83,17.89
102,529.29,29.55
416,435.84,30.64
230,363.08,51.14
275,281.15,99.94
97,283.28,81.3
399,334.33,45.5
74,238.09,100.0
484,373.19,66.37
304,278.66,62.18
493,276.88,86.69
257,415.53,70.06
366,332.17,78.82
375,330.51,72.76
189,211.61,88.9
31,351.56,62.29
50,406.57,53.39
196,489.38,29.62
439,222.72,66.05
453,428.46,64.68
284,329.44,81.81
225,522.97,30.79
41,382.59,48.57
89,382.94,78.25
377,210.06,78.3
226,388.31,79.06
477,363.7,67.14
162,533.06,48.67
75,513.6,54.75
246,428.6,36.3
345,524.92,33.86
256,493.4,29.3
239,370.27,60.66
401,215.17,93.82
400,474.85,56.06
251,238.12,94.09
375,369.23,51.81
188,316.26,91.73
421,380.11,61.83
497,439.01,51.59
301,226.8,78.93
218,507.3,43.34
19,420.75,62.6
11,255.7,100.0
406,445.31,54.16
204,500.29,44.44
261,516.08,40.82
191,331.3,91.36
452,263.12,89.71
180,292.2,75.4
257,238.49,95.86
250,577.15,51.86
336,310.29,71.17
303,332.1,58.14
222,351.31,60.31
277,420.63,47.15
284,322.11,56.64
187,554.84,34.34
136,392.83,87.21
77,528.43,47.74
153,266.13,74.34
6,374.59,69.35
141,390.5,73.75
234,476.76,72.66
370,570.48,58.47
375,319.44,78.56
477,514.24,24.9
385,283.2,89.5
448,285.52,62.55
102,315.47,77.13
464,539.64,13.53
416,213.51,100.0
56,241.15,87.69
42,399.51,74.03
180,486.66,56.79
38,238.83,95.48
122,336.36,68.4
87,552.4,27.94
147,564.76,21.18
359,390.68,42.51
74,526.6,47.35
441,461.54,66.36
454,519.16,16.34
475,350.65,91.46
371,389.13,59.57
86,220.26,86.57
315,426.5,34.62
96,585.34,19.22
121,265.7,82.8
422,206.21,65.44
307,497.06,33.82
303,406.8,51.74
315,594.13,4.23
242,397.87,50.5
233,250.07,87.36
477,226.94,100.0
1,376.62,79.21
167,279.52,85.52
156,254.37,71.03
248,463.94,46.97
221,466.95,39.7
91,445.7,39.85
400,209.08,84.25
130,205.81,92.85
200,233.11,100.0
339,550.22,15.87
84,338.65,81.38
121,227.62,85.14
22,598.21,56.26
105,246.75,83.93
161,500.05,47.64
107,448.57,46.1
244,356.66,91.63
109,319.37,89.09
277,544.31,22.34
370,346.21,92.55
16,401.56,56.25
359,404.02,73.63
44,570.52,38.53
358,477.67,27.03
333,513.7,27.67
186,276.64,85.87
81,354.37,46.32
23,557.52,45.67
422,320.21,84.44
80,404.48,50.59
285,403.28,55.24
22,263.7,80.11
119,316.56,72.61
181,272.89,75.7
220,279.73,100.0
332,331.96,65.18
29,396.98,42.16
217,516.79,54.48
45,584.7,44.6
257,329.76,91.85
199,390.73,44.95
366,261.97,76.57
280,521.6,20.32
236,560.08,19.98
166,523.63,29.81
193,251.12,87.39
24,526.29,57.51
335,254.34,70.76
435,227.38,100.0
188,443.56,72.46
443,598.49,18.84
39,598.52,20.72
391,341.8,62.36
40,501.76,27.37
9,373.64,39.5
259,268.75,100.0
280,202.05,86.02
66,329.61,72.84
393,447.75,19.26
22,214.33,100.0
120,518.09,36.15
51,261.42,100.0
312,507.34,14.35
107,571.05,49.04
225,401.57,41.32
140,212.36,94.16
29,563.74,38.71
94,204.53,100.0
214,400.96,69.64
38,513.48,39.01
36,253.58,100.0
478,507.06,41.33
320,420.12,46.18
15,599.86,15.82
478,202.65,100.0
58,241.11,74.81
352,586.62,43.69
197,428.11,42.66
312,511.12,25.47
395,570.59,57.2
424,236.18,78.36
269,353.46,57.41
455,555.17,43.12
379,314.29,66.84
204,577.04,37.8
206,209.4,95.08
336,552.24,14.69
270,314.37,90.26
396,370.36,54.7
52,265.05,88.78
78,278.07,81.15
223,256.93,85.72
295,243.68,100.0
117,586.45,43.27
9,418.7,71.79
305,460.96,60.82
26,309.42,69.36
232,369.17,73.18
250,293.85,76.73
445,485.66,22.91
6,443.18,60.67
73,417.62,62.29
149,554.82,13.05
448,394.8,40.59
128,482.23,59.22
156,370.42,76.09
302,588.44,0.04
272,337.24,37.65
241,410.92,49.19
37,294.91,67.76
62,504.42,21.04
271,595.52,37.18
301,312.33,72.12
75,416.53,55.03
209,507.42,45.15
410,589.63,4.28
368,244.05,96.31
200,514.71,14.96
17,532.24,28.45
256,413.28,75.7
158,473.57,37.76
399,368.48,60.71
250,546.44,36.78
493,341.37,71.74
156,578.27,28.65
29,303.55,100.0
374,281.76,87.26
280,464.39,65.9
301,494.47,43.12
395,295.11,74.46
386,497.15,33.52
178,441.55,52.3
448,347.51,80.37
141,210.21,95.5
494,464.6,51.99
239,232.91,79.65
452,314.54,59.99
395,325.0,73.63
409,375.95,49.46
153,332.76,65.03
457,589.8,17.71
361,595.54,7.37
226,545.09,29.93
122,437.72,54.16
466,482.44,37.72
412,248.62,84.92
464,595.16,35.38
328,324.53,76.35
321,273.57,80.54
32,431.1,54.51
268,571.78,27.54
248,314.16,65.23
391,327.39,86.96
125,304.45,75.26
124,226.85,76.91
390,502.48,70.85
358,336.56,53.15
125,528.78,52.32
131,592.77,0.0
59,483.37,41.86
102,325.51,81.76
141,438.31,45.83
165,392.53,51.08
379,296.04,74.18
232,454.55,21.85
483,477.64,37.03
375,470.2,35.38
151,420.0,60.98
62,434.43,45.56
191,559.89,32.92
457,484.87,26.05
193,470.37,23.3
58,519.7,59.47
153,545.72,10.54
461,476.02,43.84
178,530.23,52.87
54,522.28,40.92
335,261.41,78.98
175,461.56,44.52
362,216.3,75.56
151,416.82,67.91
143,580.94,28.62
450,338.35,71.26
162,458.56,61.93
205,535.92,30.53
279,211.9,100.0
123,207.88,89.79
426,307.43,60.04
304,269.89,80.99
316,570.92,39.53
400,586.97,16.52
495,276.02,92.75
418,264.42,65.97
47,324.65,86.05
165,228.64,89.54
428,484.97,28.61
199,527.86,48.89
145,571.38,36.47
322,552.77,23.23
288,499.17,39.74
280,464.06,67.66
420,370.65,67.22
416,577.26,21.92
80,484.41,28.51
190,508.35,44.92
112,395.94,59.62
495,541.35,25.07
310,242.05,88.61
298,420.03,69.49
96,513.47,32.25
267,485.6,44.13
35,205.81,100.0
9,512.62,30.53
491,319.65,73.76
425,487.17,59.7
320,552.24,38.46
238,528.43,25.37
497,372.73,88.44
205,543.46,57.17
433,513.39,17.68
255,404.0,59.72
206,556.25,51.62
136,288.91,83.78
171,387.62,57.68
403,444.37,70.93
89,421.08,51.94
399,236.75,81.61
451,375.12,85.26
32,556.06,48.53
441,553.66,43.0
477,514.79,63.36
461,201.27,86.18
115,399.07,78.74
173,500.72,16.24
192,316.74,61.87
211,406.56,77.22
382,222.21,75.68
439,241.34,75.05
162,313.62,58.59
264,296.18,79.01
142,563.42,6.61
378,279.89,80.84
399,503.83,36.0
373,416.16,57.63
377,576.52,33.97
419,243.5,66.69
34,458.42,58.97
143,463.18,46.29
422,411.07,53.25
216,403.57,49.82
484,214.01,78.65
386,392.19,60.96
28,240.46,83.11
178,291.97,100.0
374,273.69,64.2
312,474.99,42.09
199,347.59,71.04
50,351.52,63.71
400,374.37,70.45
15,200.24,80.53
473,434.15,58.08
95,595.04,40.13
195,508.97,31.72
37,278.41,80.51
436,392.46,65.02
279,233.83,76.65
484,479.86,43.64
139,273.64,77.76
449,495.45,10.59
462,246.26,55.12
38,201.63,100.0
272,212.48,63.65
86,523.07,42.0
335,495.34,24.59
498,446.08,20.74
381,526.8,43.43
172,366.14,64.74
38,333.3,49.14
133,580.86,34.68
459,411.89,41.27
463,418.64,66.42
6,492.82,40.89
490,373.4,55.22
27,390.12,61.29
481,466.38,48.2
6,365.98,77.13
354,360.8,67.14
158,351.53,42.1
342,565.94,15.24
488,260.76,78.23
375,332.01,36.11
126,526.83,33.12
170,393.21,47.92
355,394.96,48.82
57,595.48,40.71
304,536.53,35.85
174,292.68,82.99
217,343.33,67.44
82,294.5,100.0
118,549.7,30.32
128,520.88,37.33
239,300.47,56.59
267,499.2,43.31
482,247.95,85.74
312,443.98,36.11
